text;favorited;replyToSN;createdDate;createdTime;truncated;replyToSID;id;replyToUID;statusSource;screenName;retweetCount;retweeted;longitude;latitude
Oh So Needed... #coffee at 6pm? No sweat for an 11:00 anchor! http://t.co/sIvcDEtYYS;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";ErinMaxson;0;FALSE;NA;NA
@BetteMidler Queens???? Lets meet for coffee!!!;FALSE;BetteMidler;8/9/2013;02:40;FALSE;363420;365664;139823781;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";ShelleyCara;0;FALSE;NA;NA
arabika aceh gayo. sensasi di lidah terasa beda. RT @ikanatassa: second question: what is the best coffee you've ever had in your life, and;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>";evieveviwahyuni;0;FALSE;NA;NA
RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";nickskeffer22;42;FALSE;NA;NA
@delialalaLOVE @ieLiit coffee later? :);FALSE;delialalaLOVE;8/9/2013;02:40;FALSE;NA;365664;361012734;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";iamlouhazell;0;FALSE;NA;NA
@GaelbolgSib Anyways darling, it was LOVELY talking to you. We should do coffee sometime, I know the darling place on 6th avenue. #KISSKISS;FALSE;GaelbolgSib;8/9/2013;02:40;FALSE;365662;365664;813985536;"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>";AllyCRW;0;FALSE;NA;NA
Coffee and Suicide http://t.co/bcUSHJypkX via @freakonomics;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>";pamellalynn;0;FALSE;NA;NA
"Coffee :&gt; #yay #happykid";FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>";AngeQVDO;0;FALSE;NA;NA
I'm gonna be running on like 5 hours of sleep and possibly coffee tomorrow. Sounds like fun hahahaha #hateschool #whyisthe1stdayonafriday?;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";ThomasKellar88;0;FALSE;NA;NA
RT @MarketplaceAPM: Which coffee brand has the most caffeine per ounce? http://t.co/zYYROtXYVi via @thrillist;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";ejmanix;5;FALSE;NA;NA
@HyrumGraph coffee and tea and the java and me! A cup a cup a cup a cup a cup BOY!;FALSE;HyrumGraph;8/9/2013;02:40;FALSE;365664;365664;324599204;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Eliana_Magallan;1;FALSE;NA;NA
Oh, #bestofvines and #coffee guarantee this will make you laugh https://t.co/5BLJhIfpPb;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;web;AMcCoytx;0;FALSE;NA;NA
RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;web;Frodo__Swaggins;1600;FALSE;NA;NA
Jamaican Blue Mountain Coffee...is it worth the price? Just having some...it's awesome coffee but too expensive;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;web;MacieSparks1;0;FALSE;NA;NA
I need coffee right now. You too? Get free SoZo coffee here: http://t.co/x6CO25P8Uk;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";drugstoredivas;0;FALSE;NA;NA
The only way coffee could be any better would be if you had to suck it out of a boob. http://t.co/xUKjfDQ7vj;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>";mikewbarns;0;FALSE;NA;NA
@walkdaddy05 @drewgc60 @abasc24 @CoachBayerGC @bentley_mcmilli @laceyj25 @btmyers24 @FireGump658 coffee is for closers #maxwellhouse;FALSE;walkdaddy05;8/9/2013;02:40;FALSE;365663;365664;407405087;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";brentcornett;0;FALSE;NA;NA
@EvieeAndre @VictoriaLloyd16 well, that sucks, you can hook me up with free coffee and donuts since they're under paying you;FALSE;EvieeAndre;8/9/2013;02:40;FALSE;365663;365664;461191732;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";marcilesm;0;FALSE;NA;NA
RT @highanaflawless: @v_diMichele bitch all you like is ice coffee and !!!!!;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";v_diMichele;1;FALSE;NA;NA
@JosieBaik coffee???;FALSE;JosieBaik;8/9/2013;02:40;FALSE;365663;365664;569413508;web;BoaPark3;0;FALSE;NA;NA
Waiting for water to heat up so that I can make iced coffee. #Thirsty;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";isabellekolik;0;FALSE;NA;NA
"The Perfect Man died because He loves me. but every morning the other rises to make me coffee. &lt;3";FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";luludaniels;0;FALSE;NA;NA
RT @bombaytweeting: I love you less than coffee, which is more than enough.;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";zsdfghjkhtty_;100;FALSE;NA;NA
#also RT @drgoddess: I've never had a cup of coffee. Or more than a sip. I don't like it. #ConfessYourUnpopularOpinion;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>";rookdagreat;0;FALSE;NA;NA
Buy me coffee and love me;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Molli_Lynn;0;FALSE;NA;NA
Dear pumpkin coffee, come back to me.;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";colefacee;0;FALSE;NA;NA
Coffee makes me wild;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";cpor_lady;0;FALSE;NA;NA
Now why did I go do that? My brain's not wired at all. Coffee D': See you @iloveohmiya @nintendomiyaa @kaiijou @YOUtachiDesu @all_else_fail;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>";shuwashuwishuwa;0;FALSE;NA;NA
RT @thakidrubenG: ?@valerie_bby16: NOBODY WANTS TO HAVE COFFEE WITH THE PRINCIPAL . stop?;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";kimberlyluucero;2;FALSE;NA;NA
Making coffee. #nightshiftblues;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;web;SammyJane15;0;FALSE;NA;NA
RT @MissKristenSte1: ?@TeamJaymes: CAN I DRINK THIS? RKAFFE IS PROBABLY THE BEST COFFEE EVER http://t.co/81RSqWF1nl?;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;web;StewyJonasLover;2;FALSE;NA;NA
Drinking coffee for the first time in a while;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";mBishop11_;0;FALSE;NA;NA
Wow 12.39 and its still my first coffee... must be the end of the world as we know it!;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>";Nadine_Zrinzo;0;FALSE;NA;NA
My new coffee mug for school. This is inspiring for my major... #not #SoFunny #ExerciseScienceMajor? http://t.co/GlGvWxM30z;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";glori_lizabeth;0;FALSE;NA;NA
@ching4short tara coffee!!! :) ) ) miss you so much it hurts :|;FALSE;ching4short;8/9/2013;02:40;FALSE;365660;365664;149066742;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";tessadistor;0;FALSE;NA;NA
RT @ThatRedNose: Slick trynna turn up this weekend.;FALSE;NA;8/9/2013;02:40;FALSE;NA;365664;NA;"<a href=""http://seesmic.com/"" rel=""nofollow"">Seesmic</a>";Coffee_nO_Cream;1;FALSE;NA;NA
@ottomanscribe Sure.There is a really great coffee shop at No 1 Martin Place. In the foyer of Westin Say 12:30 Mon? I will DM you my number;FALSE;ottomanscribe;8/9/2013;02:39;FALSE;365662;365664;443573208;web;RobbieSingh2;0;FALSE;NA;NA
I want coffee.;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>";pinchejarrod;0;FALSE;NA;NA
drinking coffee at 1030 pm. #whatislifeee;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;web;Nique_1503;0;FALSE;NA;NA
just good enough. ? drinking coffee;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";jhapots04;0;FALSE;NA;NA
One should never go on Pinterest when one must go to bed. This only leads to trouble... and gallons of coffee the next morning.;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;web;Co_Weaver;0;FALSE;NA;NA
-__- lets Forget that lol @AyeeShaee: Lmfaoo I Remember Wen Dat Girl Threw Coffee On Kala Like Dat Shit Was Yesturday;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";TweetMeeRiight;0;FALSE;NA;NA
Can't drink hot liquids until my mouth heals, this means no coffee all weekend. #scary;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";KenseyLawless2;0;FALSE;NA;NA
I Moved Her Shit She Got Hot And Threw Da Coffee On Kala She Moved The Table On Ray Foot I Pushed Her Ass Down Den Ray Choked Tf Outta Her;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";AyeeShaee;0;FALSE;NA;NA
Im about to finish NS... You see me here almost every duty.... You can call me boy ah and ask me coffee?!;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>";FritzLooks;0;FALSE;NA;NA
"brunch &amp; #artisanal #coffee at #blackboard ...yay some new interesting places in the #goldcoast now :) ? http://t.co/jOK6LGZH7u";FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";JuliaGools;0;FALSE;NA;NA
Breakfast: Coffee with Cinnamon and Wheat Bread with Nutella.;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>";heyitsajhay;0;FALSE;NA;NA
Talked with some awesome dudes in a coffee shop in Norfolk, VA. One was an old school DJ who just got off work at... http://t.co/tsTF2fRe6d;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";BlyreCpanx;0;FALSE;NA;NA
Coffee at 9:30 pm? Yeah...;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";ebhafley;0;FALSE;NA;NA
The 2 things that my day is salam to my family and my morning coffee;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";BinMunakhas;0;FALSE;NA;NA
Drinking sum good as coffee;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Real_Nigga_59;0;FALSE;NA;NA
time for a big cup of #coffee, #nescafe #morning;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;web;omaro_3;0;FALSE;NA;NA
not weed? ?@YolieTheJew: This skunk just sprayed and it smells like burnt coffee.?;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>";FRANKGOD_;0;FALSE;NA;NA
This is what I'm having when I get home... assuming there is any left! Heated of course with a hot cup of coffee... http://t.co/WSTomWJzb0;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";Bake_Me1;0;FALSE;NA;NA
I'm very organized! LOL Coffee ready to go, cat bowls ready, my bowl for oatmeal ready... #dailyroutine http://t.co/ubpPZlwgWg;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";jillbristow24;0;FALSE;NA;NA
Coffee ice cream #MTVHottest One Direction;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";frozaynyoghurt;0;FALSE;NA;NA
Coffee shop soundtrack.;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FelipeGonzz;0;FALSE;NA;NA
I could really go for some ice cream with coffee liquor right about now;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";xocamille;0;FALSE;NA;NA
are you coffee lovers ichut ssi? ? i'm freakin' coffee addict xD http://t.co/DCiqJ8Zx6w;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>";Annichut;0;FALSE;NA;NA
It's kinda cool how I've basically removed all juice and sodas and stuff from my daily beverages. Water and coffee. Dassit.;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>";JerMaineMontiel;0;FALSE;NA;NA
My dad is happy Ramadan is over so he can have his morning cup of coffee now.;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";TheJacobAli;0;FALSE;NA;NA
oh. I was actually hoping Id get blown off. now I gotta date with coffee ice cream. were going to this really cool place called the bath tub;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";beladancerella;0;FALSE;NA;NA
"RT @smbeutler: I don't remember why I was in Denny's, but I was. The waitress called me hon; the eggs and coffee were cold. It was a low ?";FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Coruscifer;4;FALSE;NA;NA
@NickThayer oh worth mentioning, went to a place that's roasts their own beans in house. Some of the best coffee I've tasted #heaven #snobs;FALSE;Jennnnnster;8/9/2013;02:39;FALSE;365663;365664;243251306;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Jennnnnster;0;FALSE;NA;NA
RT @seedscoffee: Jeff Huey of Seeds Coffee Company is a 2013 Epoch Awards Finalist http://t.co/Sr13peWGXI @ChristianPost;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";abbysalt;1;FALSE;NA;NA
I've bought so much Costa Rican coffee it's ridiculous. I hope my friend are ready for regular cafecito :];FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";SpenGen4;0;FALSE;NA;NA
@nayasfan29 Pff! Yeah.. Coffee lolxxx;FALSE;nayasfan29;8/9/2013;02:39;FALSE;365593;365664;1541281202;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Lovely_NayaVera;0;FALSE;NA;NA
RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";GenoAndo;42;FALSE;NA;NA
"Consumed @ColdStone Creamery's Coffee-Lovers Only &amp; won eponymous title. Track sales of Olympic Gold Medalists Only &amp; save @Rio2016 $ ?";FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";maroon5tiger;0;FALSE;NA;NA
Way too tired for a Friday...to the point where a coffee, redbull and a Berocca still haven't kicked in #dying;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Amanda_Rob33;0;FALSE;NA;NA
RT @K_Wahl_: My summer romance is the coach, netflix, and coffee icecream kbyee;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";kaitlyn_beann;1;FALSE;NA;NA
After drinking 2 cups of coffee while studying I feel like I am ready for life! Hopefully I feel this way in the morning. #Coffee;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";StacyBarker;0;FALSE;NA;NA
i want a cup of coffee and a window to stare at the rain outside;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Bennett_Wong;0;FALSE;NA;NA
This skunk just sprayed and it smells like burnt coffee.;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";YolieTheJew;0;FALSE;NA;NA
"I love coffee; I love tea. I love the java jive, and it loves me!";FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";HyrumGraph;0;FALSE;NA;NA
RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Amurrain15;42;FALSE;NA;NA
...and adjust the quality of your coffee accordingly.;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Rebecca_Irvine;0;FALSE;NA;NA
RT @kemalzh: Breakfast with @zachrafsanjani http://t.co/frqI6RbxWB;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>";ZachRafsanjani;1;FALSE;NA;NA
How to Appreciate the Coffee Without the Grounds http://t.co/7a0zmcivEA #art @jeffbullas http://t.co/2Kwiy7QlDO;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;web;ljgrodecki;0;FALSE;NA;NA
RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";KennyD11;42;FALSE;NA;NA
A coffee tree affected by 'Roya' . Central America's production is estimated to be down 15% due to this. http://t.co/nAjOE3vmA0;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";CoffeeQuest;1;FALSE;NA;NA
Wake up and smell the coffee;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";DerrickAOj;0;FALSE;NA;NA
RT @KekeAndMoreKeke: Y'all females be acting so dumb for a nigga you better wake up and smell the coffee;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";LowkeyJaylaaaaa;5;FALSE;NA;NA
RT @TheAtlantic Why 17th c. men drank coffee http://t.co/T4nHeAkZn2 // reduced industrious men into effeminate, babbling, French layabouts;FALSE;TheAtlantic;8/9/2013;02:39;FALSE;365647;365664;35773039;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RyanHoselton;0;FALSE;NA;NA
Shouldn't have got coffee this late because now I'm extra awake and I keep getting distracted from packing;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";hanner_time97;0;FALSE;NA;NA
Someone get me a coffee Coolatta;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Alessandria_xo;0;FALSE;NA;NA
forever drinking coffee in the morn;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";heybev_;0;FALSE;NA;NA
"Ashley had coffee before &amp; now she's wide awake, I'm going to fucking kill her";FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";TriciaLattanzio;0;FALSE;NA;NA
Have You Surprised Yourself This Week in Being a Tea Drinking Beauty! I have made it to Day 5!! DIY Coffee Free! http://t.co/7rAlvJ5tpl;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitpic.com"" rel=""nofollow"">Twitpic</a>";SPAItGirl;0;FALSE;NA;NA
Somethin about cigars coffee and 80 degree summer nights;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Justin_Odman;0;FALSE;NA;NA
"@SillyJillyStein LOL, good to have goals! I'm a full-time coffee junkie. ;D";FALSE;SillyJillyStein;8/9/2013;02:39;FALSE;365662;365664;429345992;web;cariquinn;0;FALSE;NA;NA
Ooooh snap!! I had coffee. Gosh #HungerStrike;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://www.snaptwit.com"" rel=""nofollow"">Snaptwit</a>";Reetabil;0;FALSE;NA;NA
cold weather + Adele + coffee = Rest Day :);FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;web;itsJor_EL;0;FALSE;NA;NA
@KUHRiiNUH Be reunited with your iced coffee in 4 months! http://t.co/XfgQZisEgE;FALSE;KUHRiiNUH;8/9/2013;02:39;FALSE;365663;365664;22425060;web;DannyWolfe1;0;FALSE;NA;NA
Don't listen to anyone who suggests skipping coffee to save money: http://t.co/3OyRzG59ec;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;web;SpencerCostanzo;0;FALSE;NA;NA
I Wanna Dunkin Iced Coffee Right Now. I Think @krizzle_3 Should Bring Me One;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";jennaa_leaaa;0;FALSE;NA;NA
@Woaholiviacoy same i always make it to like 7 and fall asleep but this time im gonna have 6 cups of coffee;FALSE;Woaholiviacoy;8/9/2013;02:39;FALSE;365663;365664;488623245;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Grant_watsonn;0;FALSE;NA;NA
RT @kexpplaylist: Cigarettesand Coffee Blues by Marty Robbins from the album The Essential;FALSE;NA;8/9/2013;02:39;FALSE;NA;365664;NA;"<a href=""https://damianfrancois.tumblr.com"" rel=""nofollow"">CUMULATIVE COOL</a>";ratherlovelyrec;1;FALSE;NA;NA
@Minnici_mermaid I like coffeee and I like rum... But you know there is coffee flavored tequila it's fantastic;FALSE;Minnici_mermaid;8/9/2013;02:39;FALSE;365663;365663;448111170;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";makjenkiiiies;0;FALSE;NA;NA
@AHDamani @raeesiesmama Ready for a coffee to start your morning? Eid Mubarak my dear cousins!;FALSE;RehanaKQ;8/9/2013;02:39;FALSE;362671;365663;28243981;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";RehanaKQ;0;FALSE;NA;NA
RT @keemhimki: @daeslut have coffee with me babe http://t.co/iHRuBdXDXg;FALSE;NA;8/9/2013;02:39;FALSE;NA;365663;NA;"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>";daeslut;1;FALSE;NA;NA
Two of my favorite things, coffee and cats #meow #wakeup http://t.co/NYvkyzmEMJ;FALSE;NA;8/9/2013;02:39;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";MiniLemonnn;0;FALSE;NA;NA
I NEED to be here at Galleria Umberto, Naples. Sipping coffee maybe a pastry, listening to Caruso http://t.co/lYlQnZM9MZ #iPad #Sony #Italy;FALSE;NA;8/9/2013;02:39;FALSE;NA;365663;NA;web;LincolnsBoombox;0;FALSE;NA;NA
RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?;FALSE;NA;8/9/2013;02:39;FALSE;NA;365663;NA;"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>";xXCRABSTICKXx;1600;FALSE;NA;NA
"#yestoGod is trending. Let's have a great big YES to God this week! &lt;3 Thank You, Lord, for everything you've done :D";FALSE;NA;8/9/2013;02:39;FALSE;NA;365663;NA;web;Death_by_coffee;0;FALSE;NA;NA
I'm going to have to ask you to leave excuse you I haven't even finished my coffee;FALSE;NA;8/9/2013;02:39;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";napquest;0;FALSE;NA;NA
